0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0.002141076209533461,0.001340790154316237,-0.004446869367128408,0.011923504311582534,-0.00815798478260305,-0.007314315477011495,-0.0011933566096928307,0.012028767088415224,-0.020207890226434034,0.009908018970558487,0.009619629884746603,-0.007519397302770423,-0.003649961714546343,0.016263865167675643,-0.011650537472570778,0.00846919857561287,-0.009098733155889402,-0.0004985309885647105,0.0025511320160585276,0.01121088318839376,-0.00018572842708628956,0.0037870475770056568,0.005393843214509716,-0.008787020628238338
0.0019239817075978694,-0.002799872755662521,-0.005615251716367686,0.013458830191197273,-0.007360748047533509,-0.0027140713434803546,-0.0006908832696073448,0.010200625381669678,-0.02147882660668795,0.01107097248745692,0.013411908130809655,-0.002637817422798388,-0.0037551811691078074,0.017645790022228283,-0.01897765860015923,0.008007921141466758,-0.01016674758594419,-0.003212377172131197,0.010582206645553979,0.01794873381401036,-0.003346923590058357,0.0058658381964049626,0.00130195073992506,-0.00591118062408082
0.001790714728885612,-0.0009814065119298444,-0.005792250006437125,0.011205360733231822,-0.006804647247577689,-0.005030980978532238,-5.072187818413738e-05,0.007915774367188239,-0.019782783921286507,0.011512761366248013,0.017248216930250103,-0.0012067144620193104,-0.0014854976846552102,0.015366462407813763,-0.023659675243771487,0.0028734486886278924,-0.006761271344571905,-0.0029655808612460708,0.014730841404695926,0.012003101538604653,-0.0019017787170384974,0.0033505752130043873,-0.0007807608437280932,-0.006598473106660206
0.0014816493743257041,-0.0006737747002378098,-0.005448033034681022,0.00869837871050978,-0.009428315296980697,-0.0073550934088421616,0.0012778922633169747,0.0076785598220284685,-0.020147749158702915,0.011687906012212493,0.016374173008788736,-0.0038426049448587784,-0.0025101405763890555,0.014311268078926229,-0.023229755400755187,0.0016278890827753772,-0.004990991999941417,-0.0020195505658560584,0.014620780565638068,0.010201959434300268,-0.001327046725583675,0.0022185677338584973,-0.001403276036954029,-0.008430455432034021
0.0015552958398786184,-0.00040355739372392854,-0.005285573956801635,0.008247649480844204,-0.009057432320299008,-0.007139026629643948,0.0016436759051348653,0.0073621769055129925,-0.02028770009109635,0.011323528415007469,0.016279914211148497,-0.0036629245841527935,-0.0023397340697881098,0.013956207256227614,-0.023121964113489383,0.0017515792551524576,-0.005343588502745464,-0.001843459834003283,0.014294145353754362,0.010361659623398129,-0.001321799509635071,0.002316060088466954,-0.0018391259875642266,-0.008048207302348303
0.0017369177474479624,-0.00037806771067208774,-0.005210060674429442,0.007607146290306796,-0.009171488621380454,-0.007011839142729033,0.0019055110619604293,0.007043382429207721,-0.02040775998374439,0.01118680216523112,0.015887616100019198,-0.003971537462008975,-0.002420697964873918,0.013482815155056057,-0.02281233554565238,0.001729099547482535,-0.005619297948834734,-0.0017199281390413918,0.014001719800201255,0.010699922116575538,-0.0013098748908230173,0.0024393821525548077,-0.0023221961817336,-0.007833278235405219
0.0015928166115484763,-8.193365908296124e-05,-0.00495951533325877,0.00743443163602737,-0.009066934526414147,-0.006895351277199053,0.002020343884870441,0.00669493062466023,-0.020414175932468144,0.010837330837845455,0.015777094263020406,-0.004040553186660588,-0.002310672706937897,0.013272134399966697,-0.022638718742001865,0.0017081975417347613,-0.005790600720131278,-0.001608698153776393,0.0138272961399822,0.010751240568679031,-0.0012959611730581943,0.00244014017100838,-0.002488813611617907,-0.00757023107144902
0.0014113950667977019,0.00011125642291987041,-0.0048398363899453045,0.007030073951850336,-0.00906755499890336,-0.007131910707237782,0.0021423731478096104,0.006630743175931532,-0.02041834512706942,0.010726493281700434,0.0155650838518544,-0.004263267930903777,-0.0023614300160100265,0.012987453284493926,-0.022487253634642074,0.0016723853018990962,-0.005772871889798067,-0.001373959771540199,0.013594935760466258,0.010833578242280812,-0.0012637289132911918,0.002322720538287129,-0.0027261058222111142,-0.007547777451945965
0.0012308950567798173,0.00014111216456652776,-0.004746521580136223,0.006782843226990085,-0.009200669069018836,-0.007368161161471854,0.002283565042452368,0.006434170748343241,-0.02054194710358506,0.010473478378825361,0.01545188151748636,-0.004476148928487109,-0.0024686155766188906,0.012846474528515086,-0.02240422229330542,0.0016086816781591328,-0.0056108184767074505,-0.0011280285189520713,0.013470424334585432,0.010663482839599808,-0.0011925723518313829,0.0022631010943971117,-0.0029166558874676625,-0.0077676243898166415
0.0008666290909740187,0.00041941872950336013,-0.0047490681392287305,0.006488482185758537,-0.009132745778011028,-0.007526342011471605,0.002348342743794314,0.00642084906297393,-0.020291369029111526,0.010287612709905762,0.015496081190950172,-0.0044416412960003706,-0.0024598901321460074,0.0125878541085324,-0.022422118424059164,0.001603876538234843,-0.0054614557999062355,-0.000962824520492526,0.013340765484709673,0.01067844326941766,-0.001192803303973977,0.0022172049213358856,-0.003065477074278806,-0.007628467524621275
