id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
1,-0.004512365681801689,-0.006754470869033515,-0.003208587496939377,0.0008095020990838003,-0.00549494807919429,0.0022541054757068456,-0.0008749102540944203,-0.0035420678066504516,0.004915446680560762,0.001136705052691577,0.006053129551118393,-0.004259607179616916,0.008502764316252966,-0.01333061398505638,0.002293936668853419,0.007662848185556063,0.0010950905635903419,0.006968199249137399,0.003826192071756308,0.005964367732874161,-0.006820219810764465,0.0005333742713555124,0.007352982947031476,0.008898660127701132,-0.001655379351043149,-0.01036502331238463,0.007687701612626648,0.012329777472759016,-0.002070858959738896,0.002791862560156525,0.006052932258098058,-0.010361301403320512,-0.0011958561481408884,0.0009600814927593904,0.0024263876079300846,-0.006111537706611141,0.003896431945151475,0.011252348231286062,1.9261363796678672e-05,0.0010922562435030823
2,-0.004282541036608973,-0.005609238044643135,-0.0006142542539512553,0.0022673628400437813,-0.005599968293366782,0.003276480559645212,0.00014039979902511705,-0.0026493319197648402,0.005272471833184756,0.000985123430783279,0.006566253178157649,-0.0056325227554084225,0.008105568186339835,-0.013970353919317616,0.00043429468785363494,0.00816765694088941,0.001164998709079482,0.007527427377786219,0.0025606151532950386,0.004904079056980622,-0.007663083382848689,0.001958558373758328,0.008229416264115011,0.010095130806623708,-0.0002693720016417962,-0.009482654582586078,0.009669673639817545,0.013180612723488002,-0.002601895497384648,0.004357527888424804,0.007858463258844999,-0.011229220072028081,-0.0013082995714234344,0.0025743919543640653,0.002904960506137021,-0.007584394243891202,0.0043672006964055946,0.010714034636794992,0.001374083743931513,0.0011945211772858588
3,-0.004366554305014915,-0.006138512269322905,-0.001676836620513232,0.002736722412708677,-0.006365630012745049,0.004576059599893286,0.0002583851768176684,-0.002401719748114279,0.0048150667170132186,0.0009800288525232499,0.0066238472592306,-0.0057470792042935755,0.008252614945026021,-0.013150816365383719,0.0005083234007018079,0.006713403824421952,0.0015803961552485774,0.007406447673277126,0.003107481425662497,0.005017594181912312,-0.007292943297017859,0.003046352688989698,0.00890397987972172,0.009766860157551287,0.0005028999652250314,-0.008886322401196179,0.008055468076167497,0.010879300249175577,-0.0012341523980434522,0.004223955288873608,0.00813463473365161,-0.011367673282588996,-0.0009305306474697333,0.001176690529648529,0.002583986940859892,-0.0067863561483891745,0.003328218964130796,0.009794107284578876,0.000611871340723705,0.0018770355522982197
4,-0.003682063830582208,-0.005040111707916049,-0.0004753477889763787,0.00343009800357517,-0.0068953767743042205,0.0037831713940264106,0.0010524687752724406,-0.003659629084739913,0.0034477107265886518,0.0015405445677284487,0.005661870543458669,-0.005260721921521992,0.006659963337104884,-0.014211576488334899,0.00014073038281186304,0.0071075383143761346,0.001574735721080995,0.00802999046299535,0.0028121117723122935,0.005242496342448371,-0.006671822330759301,0.0025978056939505592,0.008731266270072015,0.007494112334019353,0.0008707824990845938,-0.008017718709215065,0.007737928419497141,0.011076618715362611,-0.001767916125902626,0.004530606902912418,0.007345846900227887,-0.01202756350174291,-0.0012636614747607159,0.00151818195982815,0.0023006493146970355,-0.006526532990387026,0.004231621079811715,0.008496211653871946,0.0015831065472553733,0.0019513696424989205
5,-0.0036583411114544545,-0.004363402797257327,0.0002106622591480263,0.0025342347170413436,-0.006901063934224505,0.003082145648978325,0.0014440407464051043,-0.0046557294089926435,0.002016214014352975,0.0018514799299872602,0.0065221804838323455,-0.0055357353527689685,0.006097068353124182,-0.013514773406255457,0.001169126340569401,0.006733481488115716,0.0010776105428122835,0.007777074941958096,0.0022465767603978446,0.005202355482035672,-0.005348083219590535,0.0021616771298313482,0.00821591200915734,0.007132146555895541,0.0006537922733169746,-0.007482829214750996,0.006634254689633431,0.010848801981509991,-0.0015350429250702519,0.004499210398549986,0.006458628964983046,-0.010997749567258679,-0.0006628121721975276,0.0024091241419186404,0.0029144198752160113,-0.006201146538123767,0.00397573500267672,0.008926872547576022,0.0011964483517713112,0.00250368614890868
6,-0.0029621051551375647,-0.0036587425122381976,0.00017908392482343427,0.003280215575254808,-0.006630346539926827,0.002732074232938464,0.0013429003569984134,-0.004550033178505599,0.002151133839885134,0.002175100218130717,0.006710646873797565,-0.004996834172560605,0.005961471356955546,-0.013288239954613233,0.0007471716719631165,0.0065994627665709165,0.0017307936500578062,0.007115949941238979,0.0018787761842336066,0.005336180556798362,-0.005088670387434876,0.0019858583708388788,0.008575774039819037,0.006944197297441809,0.0004308699408303492,-0.0073343712445011955,0.006283888371571311,0.009719123017683585,-0.0013631874434789895,0.004110154374554548,0.006879850543001581,-0.010884507684760346,-0.0006037734342921509,0.0012466124730213422,0.002279989057728092,-0.006127322909917101,0.0040805676977306166,0.008186408380660844,0.0005618869201722503,0.0026574464637978894
7,-0.0025385986973486437,-0.003007977006764404,6.793157912907419e-05,0.0034159034360358134,-0.006544625578687944,0.002564698837794158,0.0012619413064065429,-0.005016153428696785,0.0018474931204003576,0.0023954733415717843,0.006605697575375277,-0.004650266394866454,0.005103073986656723,-0.013156869820027612,0.0003429804207336929,0.007028558637234751,0.001995266855945986,0.007206149777883021,0.0015909814797888356,0.005400500602041702,-0.004770152971645948,0.00201602147478985,0.008721964347642023,0.006162065423146339,0.0007439127946170211,-0.007068793996059541,0.005504197050451482,0.00880241601328742,-0.0013613174784959487,0.003781877010062356,0.006325468705058951,-0.011061487618963091,-0.001147014283898107,0.000359324939847666,0.002242083009858119,-0.005412412050634879,0.003889343601936708,0.007320571436310119,9.88306030596473e-05,0.0022954346356912577
8,-0.002511051020581723,-0.0024747644318012926,0.00018457280648872382,0.0031807470010415256,-0.006431433307265502,0.0022003731075034127,0.0013864471509702826,-0.005423146326818723,0.0015228037383596548,0.00252592586564895,0.0071615714899169285,-0.004405451184223736,0.004886301490793449,-0.012855227000016355,0.000643459390457263,0.006598813547881637,0.0021587530998506436,0.006817085052125432,0.0010339590707722248,0.005380624182241516,-0.004237213141983584,0.0016324524460901127,0.008693076574524483,0.006418714560773625,0.0005330521779195808,-0.0072536956228139516,0.005102960399888294,0.008193690809796038,-0.0010623920449970856,0.003630571976020608,0.0066008368596814386,-0.01078223483747268,-0.0008203349365188131,9.938362723166567e-05,0.0020096361068643732,-0.0055083084859820506,0.0038237165163119624,0.007284726517385928,-0.00038457197184175204,0.0025479416988969158
9,-0.0018800761547568914,-0.0020192374688948957,0.0004931987656288195,0.0028410621490646496,-0.0058370906022224,0.0018658791236694078,0.0017497962576287296,-0.0058486429811822355,0.0013357375486881332,0.00252959793715025,0.007550910805314252,-0.004230997142041022,0.004313010214990263,-0.012245392419443902,0.00038626982390522677,0.006770462007206451,0.002166596886072938,0.006319542348937813,0.0001987014981971409,0.00511796400924866,-0.003419672451349245,0.0012251317100680974,0.008627248500145318,0.006297260631770859,0.00023346440365005637,-0.006585245229305868,0.004729348357758785,0.007486637681484373,-0.0013102063725594286,0.003341811035308848,0.006174858036816458,-0.010243963899484633,-0.0005929797253484765,0.00018874948647544054,0.0022891997775438466,-0.00570557096660939,0.003729174881917832,0.007167253043611674,-0.0006932928990313685,0.0028653901482655316
10,-0.0014396415326278181,-0.002053040344052298,0.00021006737709502028,0.0031851908358404807,-0.005726398101568062,0.0020039653767758995,0.001980115079336094,-0.0055083268815094314,0.001396568879568784,0.0027854875433423005,0.0074509798259262405,-0.003978558966171375,0.004180003513121051,-0.01160947662834673,0.0002815591960287164,0.006682187584790697,0.0024072316596520814,0.0065118724648503806,0.0001346646025610463,0.004912613303264575,-0.003318538746151164,0.0013350075689858517,0.008920857759718607,0.005973484818000344,0.00023834470373407935,-0.006108396280460892,0.00460218539233711,0.0071189916049882365,-0.0016323548123767448,0.003148840545102294,0.005851056248452165,-0.010312840943399394,-0.0007184609705154553,-5.6790413272892176e-06,0.002006468887141352,-0.005829215101023746,0.0037621091243655183,0.007198243010806604,-0.0006184150286751789,0.0031140026503324713
