id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,-0.0027048876616341017,0.005264495909488281,-0.0072617753316803505,0.0038538137383434708,0.015586508235161643,0.006414473268903449,-0.011647780524795872,0.005909129719295801,0.0064714608049805085,-0.0037211382510935823,-0.006556738332273159,0.010490177626841764,0.008657965629373612,0.0072207827123498295,-0.0053323619055247766,-0.005110830239523863,0.005520329133592332,0.0026993167670944108,-0.004869883924811053,-0.015406865977902744,0.007064158269680027,0.005969488317970166,-0.013660955051741664,0.009835977292322575
2,0.0015511998567787426,0.00464951431558275,-0.007675345720162907,0.0016916637953550027,0.016410277824689064,0.004783830295698297,-0.015824870982119064,0.0063985313300953025,0.0058628156070175295,-0.00363086018191973,-0.0026892753610083153,0.013464073858670735,0.009268188645937458,0.003929690367958909,-0.0018342861919087004,-0.004726994780682514,0.004341303484751656,0.007184784284001804,-0.006775027295882607,-0.013908945453847148,0.007247190434770253,0.007488781574065604,-0.011577154007639343,0.012189401237940937
3,-0.0023564035516709897,-0.00063883451895912,-0.01066339146761528,0.002088115243298987,0.01844482845314759,0.0045873936217113555,-0.011698018672910239,0.004139838188178143,0.006920594067079597,-0.0035250474448918095,-0.0017181550684152646,0.011214362610683004,0.007920246592324626,0.0040804801977570625,-0.003324997951650479,-0.006868043737508513,-0.001831866539951492,0.004237073593074455,-0.006388065740602626,-0.013509669934573164,0.006659502020194034,0.008086467745541398,-0.012753097867932545,0.013635992614763478
4,-0.00032510913070343643,-0.0008691226775638662,-0.01083769680283796,0.002119771890542249,0.017948437964126044,0.004721084199486115,-0.011082975680170038,0.004323787747512437,0.005658238341129067,-0.0033111420114891534,-0.0026048103480505592,0.01116350913432844,0.008080015613681513,0.003203933521961986,-0.003161954800216008,-0.00756474334195647,-0.002665657430935317,0.0037165934918838546,-0.006422015695248489,-0.012747406595709072,0.006962579420981993,0.007800858754589485,-0.012471290373015928,0.01407447451357265
5,0.0011899738617931188,-0.0008379622520914431,-0.010690475605307413,0.0021797609438432256,0.017866585651301593,0.004764650954843797,-0.009981323224544592,0.004580059999083059,0.004910435843816598,-0.0032399206068681728,-0.00278854010870413,0.011154462603534964,0.008068146245077512,0.002936167758283853,-0.003911331255834799,-0.00798313737615862,-0.0029170299378138984,0.0036039031423600243,-0.005846875962265628,-0.012662561059847907,0.006837405143978861,0.008038122105704638,-0.012063508467550143,0.01407127646382731
6,0.001943639807100835,-0.0007841742708378935,-0.010498275232759244,0.0019457039761725233,0.018049975354710947,0.00493108495445805,-0.009457523497298746,0.004366815799401366,0.004896490284185005,-0.003229506212855032,-0.0026701060444418866,0.010808735574345743,0.00806866508049448,0.003138526822713728,-0.0037406659074258374,-0.007965724026736865,-0.0031827646540232594,0.0035422125417372417,-0.005968535832011595,-0.012419720614880447,0.006751884407301778,0.007930604363318767,-0.011677410032221667,0.01429753423210523
7,0.0028385897142183384,-0.0009565220595725389,-0.010438208845694128,0.0018252805557715966,0.017762981697232772,0.0049487107594565335,-0.009091747264265778,0.0042814325169915415,0.004658942372672979,-0.0029412798890610264,-0.0027119403758663475,0.010954841165517266,0.008043916527442092,0.0030274136681642094,-0.003960685122017798,-0.007991525122365657,-0.0032192371912549344,0.0039048714982488977,-0.005783802299485637,-0.012518243206626846,0.007056662106941496,0.007985484935985533,-0.011130202076260788,0.013911341770477125
8,0.003472136364978193,-0.0009905918286657073,-0.010167206994892423,0.0015772298632508713,0.01801806979813486,0.0051813666650069624,-0.008519322486536309,0.00406060280709806,0.004285083202455634,-0.0028290993235729274,-0.0025134709458737234,0.010563605769785857,0.007982818314843309,0.002920899406895973,-0.004076385462667763,-0.008096644024856037,-0.0035754672859115975,0.0037629553700315034,-0.005806565354525994,-0.012130285590420788,0.007000344198276316,0.00798311138829295,-0.010611228496971343,0.014317762823398573
9,0.0035650388148210964,-0.0011285109830572841,-0.010241875453291556,0.001473953039784298,0.017970113947250926,0.005060921594301478,-0.008166014769170971,0.003774965857362089,0.00449183593997513,-0.0029061494628286736,-0.0025678254961175742,0.01056020090895255,0.008044930113544308,0.0029453021224468546,-0.004025982230198996,-0.008054574884205402,-0.003475373224873198,0.0039799679717128075,-0.005803364066918214,-0.012154646275648452,0.007069949997098828,0.007872069417543107,-0.010385714469985619,0.01416633369819219
10,0.003834491789260484,-0.001017572783365557,-0.010161490628508152,0.001497086226391676,0.01767126983799031,0.005084100627345205,-0.008418600257450472,0.003806104079926324,0.004269222202384512,-0.002681599287160347,-0.0025235948839789856,0.010507151290349046,0.008008142216876237,0.0029582806519765667,-0.003757167609833914,-0.008019408790793839,-0.003697328544439812,0.003831579948395265,-0.0058994536150549165,-0.011970442475033753,0.007196681166454065,0.007755481898227501,-0.01022599205145804,0.014166846390113045
11,0.003830141290987318,-0.0009295555245608801,-0.01022276881475017,0.0015854754823253674,0.01756180603281441,0.005059586915911777,-0.008094812411941207,0.0036252401940350576,0.004297419173482794,-0.0024333553866457865,-0.002721307280470433,0.010621363151807799,0.008022241474003015,0.003226356855370748,-0.003876430810465346,-0.007796854694365209,-0.0037624813742721244,0.004031193970305008,-0.00577738871076143,-0.011852806931087385,0.0075200126394422955,0.007777504219846486,-0.010106638386395804,0.013815660534933596
12,0.004106680772197969,-0.0008532733147835173,-0.010082450687087208,0.001399020461819528,0.017384675796669767,0.004974851719341504,-0.00775115979468557,0.0035256551089745867,0.004132098310962339,-0.002398272090907852,-0.0026574652650337267,0.010560235674696161,0.008107870716909885,0.003134435852279648,-0.0039630141285467635,-0.007781995117804677,-0.003974839578048217,0.0043067726447092855,-0.005766572506577486,-0.011957817771765094,0.007680636405694789,0.007861393146625671,-0.009420084560908593,0.013448952879082807
