id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1,-0.008733406467099082,0.004792111391163038,-0.006192536785333273,-0.014562765611363894,-0.011415078459136177,0.010680782479274448,0.004963580817954175,0.007182074004576396,0.006118579110123445,-0.0023389082337024036,-0.0026674484185430043,-0.011786735401947522,-0.015919919684535516,-0.007229512156728916,0.0044987845979555545,-0.0086835278059796,-0.002928160132712836,-0.0021428471385750714,0.0015530304350567785,-0.006511719360630112
2,-0.008808211983113967,0.004793238160919251,-0.0059928113433922875,-0.014199900933101672,-0.011313744081739678,0.01059359689636944,0.004413402245709565,0.007302525673197824,0.006091415256492852,-0.0021729996905754485,-0.002617023986038111,-0.012111863608259605,-0.015995916991457557,-0.006992387580710663,0.0054613682838092915,-0.00848969307457384,-0.003195004978753071,-0.0020238301176055554,0.0018941847709198689,-0.006755308753689876
3,-0.008764554059574006,0.005325116178009963,-0.00484138725620551,-0.014138615656999651,-0.010959870652921944,0.0109050886744109,0.003943770941523523,0.007144568004956027,0.006057705211559193,-0.003010424139820824,-0.0024984664213373994,-0.011134143063537714,-0.01599875789981323,-0.00657717298975911,0.005423932745147996,-0.007916094505621118,-0.0033498102972374585,-0.0012299339047718706,0.0016514275543464821,-0.006448740017663367
4,-0.008568762641126626,0.004739510027851158,-0.0038742668022899254,-0.014465829588225019,-0.010586388713111365,0.01035824547957612,0.0038466589264755423,0.007115231673199568,0.004907107101646168,-0.0025398583201178128,-0.002023646700664836,-0.01072835530976514,-0.016266608218443647,-0.006767048191629002,0.00601337273204056,-0.007308618533736285,-0.003915248302614447,-0.0009442460091580152,0.0016459796977795259,-0.0058786090183943545
5,-0.008515007283880601,0.005147344217718354,-0.003618043766240836,-0.01437085550374392,-0.009882645665891157,0.009485011799602205,0.003934731551515247,0.007588844390884248,0.0039278601051207,-0.0026184371249725735,-0.001592666038149119,-0.01057159412653315,-0.016168579770765305,-0.006518295471741797,0.005701162605603648,-0.006626037747434284,-0.004125991317037904,-0.0010672982380899193,0.002020039307799368,-0.005443730291183923
6,-0.00818684969718702,0.005730056059974721,-0.00335777637924176,-0.013893918216741302,-0.009203687157637133,0.00866119733618596,0.00434488335731492,0.008184408582066155,0.00397819567123846,-0.0026043381310596487,-0.001692114375563452,-0.010008268170196748,-0.016249569626696686,-0.005796240323096028,0.005725497580469913,-0.006270736408370311,-0.004212450028807015,-0.001604832048851102,0.0020902797169056932,-0.004843792953151436
7,-0.007866480627666607,0.005896639944085942,-0.0030481430554842198,-0.013784335290406551,-0.008901694175138015,0.008152272917838061,0.004289187349503641,0.00839197898357554,0.003965981422777237,-0.002568418765110745,-0.0016272782229614677,-0.009361276073531865,-0.016572063061096563,-0.005357503866057258,0.005939511432545966,-0.0058348052374026715,-0.004378538836027163,-0.0015451066945161044,0.002105320420667161,-0.004417389579056653
8,-0.007691991946725831,0.006270905176178895,-0.002653935370331683,-0.01353426944184817,-0.00849186634848511,0.007645018818296482,0.0044386720894957505,0.008609005991403143,0.0037315431770121033,-0.002618627822014295,-0.001610395783604261,-0.009112414322561749,-0.016616745774116714,-0.0049988296870433135,0.00593346136532749,-0.005525051197983351,-0.004327266520505933,-0.001611923625568439,0.002259617799726405,-0.00417386703812507
9,-0.0074516841567860434,0.006324878470111511,-0.0024306364437090794,-0.013509452986230857,-0.008348523672302396,0.007347756660514439,0.004397967968156247,0.008709927100366105,0.0037676775577617384,-0.0024353926985114876,-0.001555764882138025,-0.008629036846650198,-0.016930357311402515,-0.004727272707397111,0.0061754445525918885,-0.0052734166071149195,-0.004518102374868323,-0.0015841852407441329,0.0021895305741229457,-0.003809292522682153
10,-0.007386219278891059,0.0068994349352442105,-0.0022648737760398076,-0.013288822009740376,-0.007924468095763866,0.006945512482180163,0.004460533341911665,0.009067770566842789,0.003701387748547126,-0.0027099123017183613,-0.0014975394106280283,-0.008499568471016032,-0.016773488072104544,-0.0044766621913010455,0.005932307949825943,-0.004943948330977803,-0.0045009316222650855,-0.0015716013159132744,0.0024118460529779554,-0.0034613701674012444
